 COVID-19   is a   wikipedia article 
( lex_2d   member of  < lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >) ⇐ {< lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 > ( lex_2d   member of  < lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >)}
( lex_61726368697665   member of  < lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >) ⇐ {< lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 > ( lex_61726368697665   member of  < lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >)}
( lex_746f646179   member of  < lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >) ⇐ {< lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 > ( lex_746f646179   member of  < lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >)}
( lex_2e   member of  < lex_5761796261636b   lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >) ⇐ {< lex_5761796261636b   lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 > ( lex_2e   member of  < lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >)}
( lex_76657273696f6e   member of  < lex_7c   lex_56656e747572653138   lex_2b   lex_5d   lex_5d   lex_28   lex_5b   lex_5b   lex_55736572   lex_74616c6b   lex_3a   lex_56656e747572653138   lex_2b   lex_7c   lex_74616c6b   lex_5d   lex_5d   lex_29   lex_746f   lex_6c617374   lex_76657273696f6e   lex_6279   lex_41526f736554686f726e >) ⇐ {< lex_7c   lex_56656e747572653138   lex_2b   lex_5d   lex_5d   lex_28   lex_5b   lex_5b   lex_55736572   lex_74616c6b   lex_3a   lex_56656e747572653138   lex_2b   lex_7c   lex_74616c6b   lex_5d   lex_5d   lex_29   lex_746f   lex_6c617374   lex_76657273696f6e   lex_6279   lex_41526f736554686f726e > ( lex_76657273696f6e   member of  < lex_56656e747572653138   lex_2b   lex_5d   lex_5d   lex_28   lex_5b   lex_5b   lex_55736572   lex_74616c6b   lex_3a   lex_56656e747572653138   lex_2b   lex_7c   lex_74616c6b   lex_5d   lex_5d   lex_29   lex_746f   lex_6c617374   lex_76657273696f6e   lex_6279   lex_41526f736554686f726e >)}
( lex_44425547   member of  < lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_44425547   member of  < lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_23   member of  < lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_23   member of  < lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_5543425f476164676574   member of  < lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_5543425f476164676574   member of  < lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_557365   member of  < lex_7c   lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_7c   lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_557365   member of  < lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_74686973   member of  < lex_7c   lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_7c   lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_74686973   member of  < lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_5d   member of  < lex_7c   lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_7c   lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_5d   member of  < lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_746f6f6c   member of  < lex_7c   lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_7c   lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_746f6f6c   member of  < lex_4164646564   lex_646f69   lex_2d   lex_616363657373   lex_2e   lex_7c   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_5543425f476164676574   member of  < lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_5543425f476164676574   member of  < lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_23   member of  < lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_23   member of  < lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_766961   member of  < lex_61726368697665   lex_2e   lex_746f646179   lex_6c696e6b73   lex_77697468   lex_5761796261636b   lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >) ⇐ {< lex_61726368697665   lex_2e   lex_746f646179   lex_6c696e6b73   lex_77697468   lex_5761796261636b   lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 > ( lex_766961   member of  < lex_2e   lex_746f646179   lex_6c696e6b73   lex_77697468   lex_5761796261636b   lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >)}
( lex_28   member of  < lex_61726368697665   lex_2e   lex_746f646179   lex_6c696e6b73   lex_77697468   lex_5761796261636b   lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >) ⇐ {< lex_61726368697665   lex_2e   lex_746f646179   lex_6c696e6b73   lex_77697468   lex_5761796261636b   lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 > ( lex_28   member of  < lex_2e   lex_746f646179   lex_6c696e6b73   lex_77697468   lex_5761796261636b   lex_4d616368696e65   lex_616c7465726e617469766573   lex_706572   lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >)}
( lex_44425547   member of  < lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_656e   lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_44425547   member of  < lex_3a   lex_5750   lex_3a   lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_5265706f7274   member of  < lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_5265706f7274   member of  < lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_62756773   member of  < lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_62756773   member of  < lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_5265706f7274   member of  < lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_5265706f7274   member of  < lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_62756773   member of  < lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >) ⇐ {< lex_554342   lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 > ( lex_62756773   member of  < lex_7c   lex_557365   lex_74686973   lex_746f6f6c   lex_5d   lex_5d   lex_2e   lex_5b   lex_5b   lex_3a   lex_656e   lex_3a   lex_5750   lex_3a   lex_44425547   lex_7c   lex_5265706f7274   lex_62756773   lex_5d   lex_5d   lex_2e   lex_7c   lex_23   lex_5543425f476164676574 >)}
( lex_636f6d   member of  < lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >) ⇐ {< lex_5b   lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 > ( lex_636f6d   member of  < lex_5b   lex_5750   lex_3a   lex_41544f444159   lex_5d   lex_5d   lex_28   lex_766961   lex_5b   lex_6874747073   lex_3a   lex_2f   lex_2f   lex_676974687562   lex_2e   lex_636f6d   lex_2f   lex_6e657468616875737361696e   lex_2f   lex_77696b697065646961   lex_2d   lex_61726368697665   lex_2d   lex_746f646179   lex_2d   lex_6465746563746f72   lex_4154   lex_4465746563746f72   lex_5d   lex_29 >)}
